id	text	koronawirusem_hits
ParlaMint-PL_2020-03-30-senat-08-1.txt:ParlaMint-PL_2020-03-30-senat-08-1.u76	panie marszałku wysoka izbo przewija się tu takie pytanie i ono pojawiało się także w wystąpieniach pana premiera i pani minister emilewicz czy zrobiliśmy wszystko i czy robimy wszystko oczywiście pani minister emilewicz jest na tyle doświadczoną wysoką urzędniczką państwową i politykiem że nigdy nie powie że zrobiliśmy wszystko więc na początku stwierdziła że oczywiście wszystkiego na pewno nie zrobiliśmy ale potem z jej wypowiedzi wynikało że właściwie to więcej się już zrobić nie da czyli zrobiliśmy wszystko z wypowiedzi kolegów senatorów pis można wyciągnąć dokładnie ten sam wniosek tzn nic już się nie da zrobić po prostu tak jak rząd przyniósł tak jest dobrze i nie ma o czym mówić no więc proszę państwa najpierw porozmawiamy o pieniądzach ile tych pieniędzy się przeznacza i czy to jest dużo czy mało czy nas na to stać czy nie stać otóż jeżeli chodzi o budżet państwa to z tej ustawy a właściwie z wyliczeń które na końcu były podane wynika że jeśli chodzi o sam budżet państwa to będzie to wydatek rzędu 30–40 miliardów zł w tym roku a następne pieniądze będą później oczywiście dochodzą jeszcze różnego rodzaju fundusze i one zwiększą tę kwotę niemniej jednak w porównaniu z wysiłkiem finansowym z lat 2009 2010 2011 blado by to wypadło nie ma pana posła pęka nie widzę go a on tutaj dużo mówił o tym jak to źle rządziła poprzednia koalicja ja w tej koalicji nie byłem i nie mam żadnego że tak powiem indywidualnego powodu żeby jej bronić ale jeśli chodzi o ekonomię to jednak trochę się na tym znam i coś o tym wiem otóż przypomnę że w wyniku tamtego kryzysu doszło do bardzo wysokiego deficytu finansów publicznych i samego deficytu budżetowego sam deficyt budżetowy szczytowo wyniósł 5 pkb w owym czasie gdybyśmy dzisiaj przymierzyli te 5 do obecnego pkb to otrzymalibyśmy ok 115 miliardów zł a tu w ogóle nie ma mowy o takich pieniądzach tu jest może 12 tego a ja pamiętam jak pan premier morawiecki wielokrotnie opowiadał z dumą o tym że właśnie doprowadziliśmy do zrównoważonego budżetu że w ogóle zmniejszyliśmy deficyt finansów publicznych itd itd a przecież za poprzedniej ekipy to było nawet 7 pkb i patrzcie jak źle oni rządzili ale właśnie dzięki takiej polityce która wtedy miała miejsce w polsce wzrost bezrobocia był stosunkowo niewielki był najmniejszy jeśli chodzi o kraje europejskie to hasło „zielona wyspa” oczywiście było traktowane ironicznie ale jest faktem że utrzymywaliśmy największy wzrost pkb ze wszystkich krajów europejskich i najmniejszy wzrost bezrobocia a to dzięki temu że nie duszono deficytu że nie próbowano ciąć wydatków że zgodzono się na to że ten deficyt przejściowo musi być wysoki niestety odnoszę wrażenie że teraz tak nie jest o tych 212 miliardach zł to zapomnijmy to są zupełnie inne pieniądze w tym się mieszczą kredyty w tym się mieszczą przesunięcia podatków w czasie itd itd mówmy o tym co konkretnie jest dostarczane do obywateli i do przedsiębiorstw co powinno podtrzymywać te przedsiębiorstwa przy życiu i podtrzymywać w przyszłości popyt a nie pozwalać im teraz upaść dlatego twierdzę że nie jest tak jak słyszałem np od pana senatora boguckiego że już nic nie można że każda z poprawek jest dobra no ale razem to się przecież nie da da się proszę państwa powiem więcej kto szybko daje dwa razy daje bo oczywiście można przyoszczędzić tylko jak firma padnie to się jej już nie podniesie to pierwsza sprawa druga sprawa sytuacja służby zdrowia wiadomo że tego iż koronawirus zaatakował żadna służba zdrowia na świecie nie przetrzyma w takiej powiedziałbym dobrej kondycji wszędzie będą kłopoty tylko że u nas te kłopoty są szczególnie duże przecież widzimy jaka jest sytuacja z koronawirusem dzielnie się walczy ale poza tym służba zdrowia już praktycznie nie działa spróbujcie znaleźć dentystę spróbujcie znaleźć lekarza który wam wykona gdzieś zabieg itd itd to zrozumiałe oni po prostu już nie mogą a dlaczego nie mogą a dlatego że rząd nie wykonuje własnej ustawy przypomnę że po strajku rezydentów podpisano porozumienie w tym porozumieniu przyjęto że wydatki na zdrowie publiczne będą wynosiły określony procent pkb mało że przyjęto to w porozumieniu zapisano to w ustawie zrobiono specjalną ustawę i zapisano to w tej ustawie powiem państwu jak wygląda sytuacja wygląda tak że na rok 2020 ten wskaźnik powinien wynosić 503 pkb tak jest zapisane w ustawie a ile się planuje planuje się 45 to samo było w zeszłym roku również nie wykonano planu co do tego wskaźnika czyli łamie się ustawę bardzo szanuję pana profesora ministra szumowskiego za jego postawę spokój itd ale niestety jako minister zdrowia nie upomniał się o to przez 2 lata mając ustawę w ręku nie uderzył pięścią w stół i nie powiedział panie premierze tak być nie może przecież my łamiemy ustawę a więc nie dziwmy się że dzisiaj sytuacja w służbie zdrowia jest taka jaka jest pewnie nie byłoby znakomicie nie byłoby świetnie ale na pewno byłoby lepiej jeżeli chodzi o różne rozwiązania wewnętrzne w tej ustawie to był tu już podawany szereg przykładów znowu muszę się zwrócić do pana senatora pęka ale też do pana senatora boguckiego koledzy no naprawdę znamy się może nie całkiem prywatnie ale trochę prywatnie znamy się czasami rozmawiamy ze sobą reprezentujecie określony potencjał intelektualny i z waszej strony nie ma żadnej poprawki do tej ustawy a ta ustawa jest dziurawa pod każdym względem rząd przyniósł tu poprawki już kolejne ja przypomnę że w sejmie przyniósł autopoprawkę która miała 19 stron teraz przynosi kolejne poprawki a wy którzy przecież znacie się na bardzo wielu rzeczach nic nie wnosicie to jest przejaw jakiejś bierności takiego płynięcia z prądem i jedynie chwalenia rządu za wszystko co robi to jest przepis na klęskę a jeśli chodzi o konkretne rozwiązania ‒ trochę tu o tym była mowa ‒ to powiedzmy sobie firmy zatrudniające do 9 osób są zwolnione ze składek zus przez 3 lata… przez 3 miesiące przez 3 miesiące przepraszam może chciałbym… przez 3 miesiące i bardzo dobrze ale firma która ma 10 pracowników już nie i teraz mamy sytuację że jest firma która ma 8 pracowników i działa składek nie zapłaci ‒ ja jej nie żałuję proszę bardzo na pewno to jej pomoże ‒ i sytuację że jest restauracja którą zamknięto ona po prostu nie działa a ma 10 pracowników i nie dostanie i nie dostanie a więc to są takie metody… trzeba by jednak dzielić to jakimś skalpelem a nie powiedziałbym siekierką czy np sprawa zwolnienia z zus pod warunkiem że nie osiąga się 3krotnego wynagrodzenia ale czego to dotyczy przychodu ja już wielokrotnie o tym mówiłem proszę państwa czy wy kiedyś zrozumiecie handel ja nie wiem przecież tam pracuje 1 milion ludzi albo więcej w handlu obrót nie jest przychodem przychodem jest marża te 15 tysięcy zł to sklepikarz ma w kilka dni a w ciągu miesiąca ma znacznie więcej ale marży ma znacznie mniej niestety on nie będzie pod to podpadał no i oczywiście potężna biurokracja która wynika z tego tekstu jak się go czyta to w pewnym momencie jest coś dane i potem jest cały opis w jaki sposób się o to starć co wypełniać itd nie chciałbym być w skórze tych którzy się będą o to ubiegali a teraz jeżeli chodzi o poprawki… bo pan senator bogucki zaapelował żeby wycofać poprawki no rozumiem że to taki idealistyczny… nie wiem czy rząd też ma wycofać swoje czy nie panie senatorze zdążymy ta ustawa trafi do sejmu sejm ją jutro rozpatrzy nie ma problemu ale właśnie à propos poprawek i tego czy je wycofać ja mam do pani minister emilewicz takie pytanie jest art 15zzr co on mówi on mówi że w okresie obowiązywania stanu zagrożenia epidemicznego bieg terminów przewidzianych przepisami prawa administracyjnego nie rozpoczyna się ulega zawieszeniu tak dobrze i jakież to przepisy prawa administracyjnego są tam wymienione najpierw takie od których jest uzależnione udzielenie ochrony prawnej itd a co mamy w pkcie 2 „zasiedzenia przedawnienia i innych terminów” przecież to jest prawo cywilne a nie administracyjne a więc chciałbym zapytać czy pani minister chciałby żebyśmy wnieśli taką poprawkę bo jeszcze zdążymy czy może nie bo pan senator bogucki wezwał żeby może nic nie robić jak pani będzie chciała to ja zaraz ją napiszę no i wreszcie na koniec kluczowa sprawa ‒ tu już trochę była o tym mowa w sytuacji tego rodzaju zagrożenia ‒ sytuacji która przecież nie ma barw politycznych ‒ wiadomą rzeczą jest że trzeba współdziałać w wielu krajach zachodnich tego rodzaju współdziałanie jest oczywiste znane widoczne itd w stanach zjednoczonych demokraci z republikanami zawsze potrafią się w takich momentach porozumieć teraz też się porozumieli to samo jest w niemczech a co się dzieje u nas u nas pan premier morawiecki powiedział nie tak dawno że tu nie ma prawicy lewicy tutaj wszyscy jesteśmy zjednoczeni i powinniśmy zjednoczeni razem walczyć z tym zagrożeniem bardzo słusznie powiedział i chwilę potem przychodzi do nas ustawa… to znaczy ja już nie mówię o naszej ustawie senackiej która w ogóle została zlekceważona ‒ o tym była tutaj mowa ale przychodzi do nas ustawa a do tej ustawy w nocy były te wrzutki o których była tutaj mowa te wrzutki oczywiście są specjalnie zrobione po to…	1
ParlaMint-PL_2020-03-31-sejm-09-1.txt:ParlaMint-PL_2020-03-31-sejm-09-1.u72	dziękuję pani marszałek wysoka izbo to ostatnie głosowanie demokracja umiera w ciszy ta cisza jest symbolem tego rządu niestety w tym miejscu powinien stać premier morawiecki wnoszę o przerwę i zwołanie konwentu seniorów celem zmiany porządku obrad i włączenie do porządku obrad informacji rządu na temat obecnej sytuacji związanej z walką z koronawirusem tak jak powiedziałem tu powinien stać premier premier powinien odpowiadać na pytania jeżeli chodzi o to o co państwo pytacie o co pytają obywatele dlaczego przyjęliście błędną metodologię jeżeli chodzi o statystyki dlaczego boicie się odpowiedzi na najważniejsze pytania dlaczego lekarze pielęgniarki służba zdrowia nie mają podstawowych środków ochrony dlaczego oszukujecie miliony pracowników twierdząc że będzie dla nich jakakolwiek pomoc i wreszcie dlaczego wbrew obietnicom dialogu i współpracy odrzuciliście państwo wszystkie dobre poprawki senatu dzwonek	1
ParlaMint-PL_2020-04-03-sejm-09-2.txt:ParlaMint-PL_2020-04-03-sejm-09-2.u16	dziękuję bardzo szanowna pani marszałek wysoka izbo dzisiaj jest szczególna chwila polscy pracownicy oczekują konkretnych rozwiązań pracodawcy zamykają swoje zakłady tylko i wyłącznie dlatego że zamiast z prawdziwą tarczą antykryzysową mamy do czynienia z wielką fikcją nie posłuchaliście państwo nas tutaj w sejmie nie posłuchaliście dobrych rad senatu i odrzuciliście wszystkie poprawki dzisiaj debatujemy nad ustawą która w takiej maleńkiej części stara się załatać to co zrobiliście natomiast nie rozwiązuje istoty problemów dzisiaj polscy przedsiębiorcy i polscy pracownicy potrzebują tego by traktować ich uczciwie i po partnersku dzisiaj państwo nie może bez zaufania do swoich obywateli nieść pomocy proponowaliśmy i proponujemy zastąpmy wszystkie rygory formalne oświadczeniami zaufajcie wreszcie polskim pracownikom i pracodawcom zaufajcie obywatelom i pozwólcie im utrzymać ich miejsca pracy wreszcie upominamy się o polskich lekarzy upominamy się o polskie pielęgniarki upominamy się o służbę zdrowia w sejmie leży projekt ustawy który gwarantuje wszystkim lekarzom pielęgniarkom osobom które walczą z koronawirusem cotygodniowe testy kolejne szpitale są wyłączane tylko i wyłącznie dlatego że nie potraficie państwo zrozumieć że bezpieczeństwo zdrowotne to jest rzecz najważniejsza panie premierze po raz kolejny apeluję do pana niech pan wreszcie usiądzie do rozmów o tym jak pomagać polskim pracownikom jak pomagać polskim pracodawcom ludzie tracą pracę zostają bez zasiłków zostają bez pomocy a wy ciągle bawicie się w wybory straciliśmy dzisiaj kilka godzin tylko dlatego że próbujecie rozgrywać między sobą to co się w tej chwili dzieje zapomnijcie o wyborach 10 maja skupmy się na wspólnej pracy zróbmy wspólnie coś dobrego dla polski i polaków a później gdy minie czas epidemii przyjdzie czas na rozstrzygnięcia wyborcze im wcześniej to zrozumiecie tak jak zrobił to pan premier gowin tym lepiej dla was ale też lepiej dla polski dziękuję oklaski	1
ParlaMint-PL_2020-04-03-sejm-09-2.txt:ParlaMint-PL_2020-04-03-sejm-09-2.u18	pani marszałek panie premierze pan przewodniczący zapomniał wspomnieć o jednej bardzo ważnej kwestii o tym że unia europejska która waszym zdaniem nie pomaga podjęła wczoraj bezprecedensową decyzję żeby wszystkie niewykorzystane środki strukturalne kraje członkowskie mogły przeznaczyć na walkę z koronawirusem z tego polska może mieć nawet 50 mld zł czyli więcej niż dotychczas wyskrobał ze wszystkich źródeł rząd  dużo więcej ale jest jeden warunek te środki muszą być lepiej wykorzystane niż dotychczas przed chwilą słyszeliśmy panie premierze że polska służba zdrowia jest gotowa do walki z koronawirusem a dzisiaj wiemy że co szósty zakażony to pracownik opieki zdrowotnej dodatkowo 45 tys członków personelu medycznego nie może nas leczyć bo przebywa właśnie na kwarantannie za chwilę to samo zrobicie z polską gospodarką w ostatnich trzech dniach marca zlikwidowano lub zawieszono w polsce działalność 22 tys firm to jest odpowiedź przedsiębiorców na waszą dziurawą tarczę jeśli ktoś jeszcze w polsce myśli że polscy przedsiębiorcy  niezależnie od tego czy mali czy średni czy duzi  leżą na pieniądzach to niech natychmiast przestanie w ten sposób myśleć nie leżą panie premierze polscy przedsiębiorcy którzy z dnia na dzień musieli zaprzestać swojej działalności na mocy waszej decyzji dzisiaj patrzą bardzo często na swoje puste konta w bankach i zastanawiają się z czego zapłacą pracownikom kontrahentom i państwu bo państwo nie chce ich nawet zwolnić ze składek na zus jak dziś ich z tych składek nie zwolnimy to za dwa trzy miesiące zus i tak ich nie dostanie bo ci przedsiębiorcy po prostu upadną nad czym dzisiaj zastanawiają się przedsiębiorcy nad tym czy zapłacić na zus czy przeznaczyć pienidze na wypłaty dla swoich pracowników jeśli dziś stracą płynność będziecie za to odpowiedzialni bo oni za chwilę kiedy sytuacja wróci do normalnego stanu nie będą mieli za co wznowić swojej działalności gospodarczej to są dylematy polskich przedsiębiorców te środki unijne trzeba dobrze wykorzystać jako przewodnicząca podkomisji ds weryfikacji wykorzystania środków unijnych obiecuję wszystkim polkom i polakom że rozliczymy każdą złotówkę i nie będziemy czytać że pieniądze przez przypadek trafiły na konto jakiegoś radnego pisu który nagle zaczął handlować czy to maseczkami czy płynem do dezynfekcji czy respiratorami rozliczymy każdą złotówkę rozliczymy każdy grosz oklaski	2
ParlaMint-PL_2020-04-03-sejm-09-2.txt:ParlaMint-PL_2020-04-03-sejm-09-2.u28	pani marszałek wysoka izbo i znów słyszę po raz kolejny że ludzi się mami że najważniejsze są pieniądze z unii a nie nasze własne pieniądze bo coś nam dadzą unia da proszę państwa to wszystko co unia da to jest pół dnia pracy naszej potężnej polskiej gospodarki którą mordujecie wasza tarcza to mordowanie gospodarki nie trzeba ludziom pomagać trzeba im tylko nie przeszkadzać 98 polaków zetknie się z koronawirusem jak nie teraz to w ciągu 5 miesięcy 80 nawet tego nie zauważy lub przechoruje bardzo lekko jedyne co trzeba zrobić to ewentualnie dzieci trzymać poza szkołami nic się z tego powodu dzieciom nie stanie jeżeli chcecie pomagać ludziom narażonym po 60 roku życia pomóżcie im odizolować się od reszty pomóżcie ludziom chorym reszta ma działać normalnie business as usual ludzie w sile wieku nie są praktycznie bardziej zagrożeni niż grypą czy czymkolwiek innym gospodarka ma normalnie pracować a wy ją mordujecie jest to ogromna szansa dla gospodarki tacy sami idioci jak wy rządzą w innych krajach może poza królestwem holandii królestwem szwecji i stanami zjednoczonymi brazylii	1
ParlaMint-PL_2020-04-03-sejm-09-2.txt:ParlaMint-PL_2020-04-03-sejm-09-2.u34	szanowna pani marszałek panie premierze słuchałem tych wypowiedzi które akurat z tą ustawą nie miały nic wspólnego spróbuję odnieść się do tej ustawy odniosłem wrażenie słuchając wypowiedzi niektórych przedstawicieli klubów jakoby unia europejska dała nam dodatkowo 75 mld euro na walkę z koronawirusem mam pytanie do pana premiera czy do pani minister bo ta ustawa jeśli dobrze czytam i rozumiem pozwala nam na przesuwanie tych pieniędzy które już mamy	1
ParlaMint-PL_2020-04-03-sejm-09-2.txt:ParlaMint-PL_2020-04-03-sejm-09-2.u38	po prostu ta ustawa pozwala nam na wykorzystanie jeszcze tych środków finansowych dzwonek które nie zostały zakontraktowane lub nie będą wykorzystane z innych względów na walkę z koronawirusem proszę o potwierdzenie tego przez pana premiera lub panią minister dziękuję bardzo	1
ParlaMint-PL_2020-04-03-sejm-09-2.txt:ParlaMint-PL_2020-04-03-sejm-09-2.u42	pani marszałek wysoka izbo panie premierze samorządy są liderem w wydatkowaniu środków unijnych i wiemy jak bardzo ta ustawa jest dzisiaj potrzebna mam jednak kilka pytań czy ta ustawa w pełni usprawnia wydatkowanie środków w obecnym czasie czy nie usłyszymy za chwilę że trzeba ją nowelizować dlaczego okres jej obowiązywania nie jest dostosowany do okresu obowiązywania innych ustaw okołowirusowych czy nie będzie tak że w niektórych przypadkach nastąpi uznaniowość jeżeli chodzi o przedstawione przez beneficjentów koszty i moje ostatnie pytanie kieruję do pana panie premierze jakie były rzeczywiste powody nieprzystąpienia polski do pierwszego zbiorczego przetargu unijnego na zakup środków ochrony przed koronawirusem czy złożyliśmy w ogóle stosowny wniosek czy spóźniliśmy się z wnioskiem czy też może uznaliśmy wtedy że nam te zakupy są niepotrzebne jeśli tak to kto jest temu winien oklaski	1
ParlaMint-PL_2020-04-03-sejm-09-2.txt:ParlaMint-PL_2020-04-03-sejm-09-2.u54	bardzo serdecznie dziękuję pani marszałek panie premierze szanowni państwo bardzo dziękuję za te słowa dotyczące naszej ustawy myślę że właśnie ta ustawa odpowiada na wszystkie pytania kwestie dotyczące realizacji projektów finansowanych ze środków europejskich z tego miejsca chcę jeszcze raz powiedzieć że unia europejska nie dała żadnych nowych pieniędzy na walkę z koronawirusem to o czym mówimy czyli 75 mld euro to są ciągle pieniądze które są dla nas przeznaczone dla naszego kraju w ramach polityki spójności komisja europejska pozwoliła wykorzystać te środki bardziej elastycznie i to właśnie robimy dopiero wczoraj po wielu zgłoszeniach zarówno naszego kraju jak i innych państw członkowskich komisja podeszła do tego bardzo poważnie i pozwoliła na uelastycznienie systemu wydatkowania środków tak żebyśmy mogli przekierować je właśnie na walkę z koronawirusem pierwsza propozycja legislacyjna komisji europejskiej była bardzo zapobiegawcza pozwalała na niewielkie przesunięcia niewiele umożliwiała dzisiaj rozmawiamy o znacznie bardziej uproszczonych zasadach wydatkowania tych środków i z tego miejsca chcę również powiedzieć że nasz kraj nie straciłby żadnych środków polska jest	2
ParlaMint-PL_2020-04-03-sejm-09-2.txt:ParlaMint-PL_2020-04-03-sejm-09-2.u58	gdybyśmy dzisiaj zakontraktowali wszystkie pieniądze na walkę z koronawirusem nie mielibyśmy żadnych środków polska w roku 2019 nie zwróciła żadnych pieniędzy w ramach przeglądu śródokresowego w ramach zasady n3 tak jak miało to miejsce w przypadku słowacji włoch francji czy wielkiej brytanii szanowni państwo myślę że dlatego też dzisiaj na walkę z wirusem możemy wykorzystać te 17 pozostałej alokacji o których mówimy pamiętajmy też jednak że w ramach rozdysponowywania tych środków są konkursy które zostały rozstrzygnięte będą umowy o dofinansowanie do podpisania w związku z wybranymi wnioskami o dofinansowanie które też powinny być w tej chwili podpisane jeżeli mówimy szanowni państwo o wydatkowaniu środków przez samorządy to nikt samorządom pieniędzy nie zabiera te środki zostają tam w ramach realizacji regionalnych programów operacyjnych regionalne programy zarządzają dzisiaj 40 alokacji jeżeli mówimy o środkach które są w ramach perspektywy polityki spójności jeżeli chodzi o to czy ustawa zawęża zakres tylko i wyłącznie do wsparcia czy zapobiegania nie zapisy ustawy są bardzo szeroko rozumiane mówimy zarówno o skutkach zapobieganiu im jak i o wyjściu naprzeciw walce z koronawirusem ustawa była konsultowana z marszałkami województw została skonsultowana i niektóre z propozycji przedstawionych przez marszałków zostały do ustawy wprowadzone oczywiście dajemy możliwość wydłużenia terminów zarówno na złożenie wniosku o płatność jak i na zakończenie realizacji projektów ta ustawa na to pozwala jeżeli chodzi o termin który jest określony w ustawie czyli 31 grudnia 2020 r to wynika on z zaproponowanych unijnych ram antykryzysowych jeżeli komisja wydłuży czas realizacji i przeciwdziałania kryzysowi na dalszą perspektywę do 2021 r to oczywiście ta data zostanie przez nas zmieniona tak w ramach realizacji procedowanej dzisiaj ustawy będzie można kupować sprzęt ochrony osobistej maseczki respiratory i właśnie do tego potrzebne są te zliberalizowane zasady udzielania pomocy chodzi o to żeby marszałkowie województw mogli w ramach swoich projektów regionalnych programów udzielać wsparcia na zakup tych środków ochrony osobistej i poszerzać zakres projektów które ewentualnie realizuje się w związku z ochroną zdrowia jeżeli chodzi o kwestie związane z przystąpieniem do przetargu na zakup do ogólnego przetargu unijnego to proszę państwa chcę tutaj zwrócić uwagę na to że pierwszy unijny zakup środków ochrony został zrealizowany na podstawie wcześniejszych zasad a polska nie przystąpiła do tego przetargu ze względu na decyzje które były podjęte za czasów rządu popsl dzwonek aby zniwelować różnice w tej kwestii w marcu tego roku przystąpiliśmy do dużego przetargu unijnego który jest realizowany tak że polska będzie realizować duży unijny przetarg dziękuję bardzo oklaski	2
