;country_name_short;country_name;election_date;start_date;cabinet_name;caretaker;cabinet_party;prime_minister;seats;election_seats_total;party_name_short;party_name;party_name_english;left_right;country_id;election_id;cabinet_id;previous_cabinet_id;party_id
1413;BGR;Bulgaria;10/5/2014;1/25/2017;Gerdzhikov;1;0;0;23;240;RB;Reformatorski Blok;Reformist Bloc;7.4;10;840;1503;1153;2363
1414;BGR;Bulgaria;10/5/2014;1/25/2017;Gerdzhikov;1;1;0;0;240;SDS;Suyuz na Demokratichnite Sili;Union of Democratic Forces;6.1111;10;840;1503;1153;423
1415;BGR;Bulgaria;3/26/2017;5/4/2017;Borisov III;0;0;0;26;240;DPS;Dvizhenie za Prava i Svobodi;Movement for Rights and Freedoms;4.5828;10;1011;1505;1503;1286
1416;BGR;Bulgaria;3/26/2017;5/4/2017;Borisov III;0;1;1;95;240;GERB;Grazhdani za Evropeysko Razvitie na Balgariya;Citizens for European Development of Bulgaria;7.4;10;1011;1505;1503;1541
1417;BGR;Bulgaria;3/26/2017;5/4/2017;Borisov III;0;0;0;80;240;KzB|DL;Koalitsiya za Balgariya | Demokratichna Levitsa;Coalition for Bulgaria | Democratic Left;2.8982;10;1011;1505;1503;1160
1418;BGR;Bulgaria;3/26/2017;5/4/2017;Borisov III;0;1;0;27;240;NFSB;Natsionalen Front za Spasenie na Balgariya;National Front for the Salvation of Bulgaria;8.8;10;1011;1505;1503;2211
1419;BGR;Bulgaria;3/26/2017;5/4/2017;Borisov III;0;0;0;12;240;Volya;Volya;Will;6;10;1011;1505;1503;2637
1420;CAN;Canada;11/7/1900;11/7/1900;Laurier I;0;1;1;133;213;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;883;1466;#N/A;368
1421;CAN;Canada;11/7/1900;11/7/1900;Laurier I;0;0;0;80;213;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;883;1466;#N/A;794
1422;CAN;Canada;11/3/1904;11/3/1904;Laurier II;0;1;1;138;214;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;884;1467;1466;368
1423;CAN;Canada;11/3/1904;11/3/1904;Laurier II;0;0;0;75;214;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;884;1467;1466;794
1424;CAN;Canada;11/3/1904;11/3/1904;Laurier II;0;0;0;1;214;none;no party affiliation;no party affiliation;#N/A;29;884;1467;1466;1189
1425;CAN;Canada;10/26/1908;10/26/1908;Laurier III;0;1;1;135;221;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;885;1468;1467;368
1426;CAN;Canada;10/26/1908;10/26/1908;Laurier III;0;0;0;85;221;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;885;1468;1467;794
1427;CAN;Canada;10/26/1908;10/26/1908;Laurier III;0;0;0;1;221;none;no party affiliation;no party affiliation;#N/A;29;885;1468;1467;1189
1428;CAN;Canada;9/21/1911;10/10/1911;Borden I;0;0;0;82;221;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;863;1171;1468;368
1429;CAN;Canada;9/21/1911;10/10/1911;Borden I;0;1;1;134;221;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;863;1171;1468;794
1430;CAN;Canada;9/21/1911;10/10/1911;Borden I;0;0;0;5;221;etc;others;others;#N/A;29;863;1171;1468;2577
1431;CAN;Canada;9/21/1911;10/12/1917;Borden II;0;0;0;82;221;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;863;1170;1171;368
1432;CAN;Canada;9/21/1911;10/12/1917;Borden II;0;1;1;134;221;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;863;1170;1171;794
1433;CAN;Canada;9/21/1911;10/12/1917;Borden II;0;0;0;5;221;etc;others;others;#N/A;29;863;1170;1171;2577
1434;CAN;Canada;12/17/1917;12/17/1917;Borden III;0;0;0;82;235;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;862;1469;1170;368
1435;CAN;Canada;12/17/1917;12/17/1917;Borden III;0;1;1;153;235;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;862;1469;1170;794
1436;CAN;Canada;12/17/1917;7/10/1920;Meighen;0;0;0;82;235;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;862;1169;1469;368
1437;CAN;Canada;12/17/1917;7/10/1920;Meighen;0;1;1;153;235;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;862;1169;1469;794
1438;CAN;Canada;12/6/1921;12/29/1921;King I;0;0;0;2;235;L;Labour Party;Labour Party;3.3;29;861;1168;1169;2427
1439;CAN;Canada;12/6/1921;12/29/1921;King I;0;1;1;116;235;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;861;1168;1169;368
1440;CAN;Canada;12/6/1921;12/29/1921;King I;0;0;0;50;235;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;861;1168;1169;794
1441;CAN;Canada;12/6/1921;12/29/1921;King I;0;0;0;64;235;PPC;Progressive Party of Canada;Progressive Party of Canada;5.3;29;861;1168;1169;2566
1442;CAN;Canada;12/6/1921;12/29/1921;King I;0;0;0;1;235;etc;others;others;#N/A;29;861;1168;1169;2577
1443;CAN;Canada;12/6/1921;12/29/1921;King I;0;0;0;2;235;none;no party affiliation;no party affiliation;#N/A;29;861;1168;1169;1189
1444;CAN;Canada;9/14/1926;9/25/1926;King II;0;0;0;3;245;L;Labour Party;Labour Party;3.3;29;859;1167;1168;2427
1445;CAN;Canada;9/14/1926;9/25/1926;King II;0;1;1;128;245;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;859;1167;1168;368
1446;CAN;Canada;9/14/1926;9/25/1926;King II;0;0;0;91;245;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;859;1167;1168;794
1447;CAN;Canada;9/14/1926;9/25/1926;King II;0;0;0;20;245;PPC;Progressive Party of Canada;Progressive Party of Canada;5.3;29;859;1167;1168;2566
1448;CAN;Canada;9/14/1926;9/25/1926;King II;0;0;0;1;245;etc;others;others;#N/A;29;859;1167;1168;2577
1449;CAN;Canada;9/14/1926;9/25/1926;King II;0;0;0;2;245;none;no party affiliation;no party affiliation;#N/A;29;859;1167;1168;1189
1450;CAN;Canada;7/28/1930;8/7/1930;Bennett;0;0;0;2;245;L;Labour Party;Labour Party;3.3;29;858;1166;1167;2427
1451;CAN;Canada;7/28/1930;8/7/1930;Bennett;0;0;0;91;245;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;858;1166;1167;368
1452;CAN;Canada;7/28/1930;8/7/1930;Bennett;0;1;1;137;245;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;858;1166;1167;794
1453;CAN;Canada;7/28/1930;8/7/1930;Bennett;0;0;0;12;245;PPC;Progressive Party of Canada;Progressive Party of Canada;5.3;29;858;1166;1167;2566
1454;CAN;Canada;7/28/1930;8/7/1930;Bennett;0;0;0;3;245;none;no party affiliation;no party affiliation;#N/A;29;858;1166;1167;1189
1455;CAN;Canada;10/14/1935;10/23/1935;King III;0;0;0;7;245;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;857;1165;1166;296
1456;CAN;Canada;10/14/1935;10/23/1935;King III;0;1;1;173;245;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;857;1165;1166;368
1457;CAN;Canada;10/14/1935;10/23/1935;King III;0;0;0;40;245;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;857;1165;1166;794
1458;CAN;Canada;10/14/1935;10/23/1935;King III;0;0;0;1;245;RP;Reconstruction Party of Canada;Reconstruction Party of Canada;7.4;29;857;1165;1166;2565
1459;CAN;Canada;10/14/1935;10/23/1935;King III;0;0;0;17;245;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;857;1165;1166;1392
1460;CAN;Canada;10/14/1935;10/23/1935;King III;0;0;0;7;245;etc;others;others;#N/A;29;857;1165;1166;2577
1461;CAN;Canada;3/26/1940;3/26/1940;King IV;0;0;0;8;245;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;854;1164;1165;296
1462;CAN;Canada;3/26/1940;3/26/1940;King IV;0;1;1;181;245;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;854;1164;1165;368
1463;CAN;Canada;3/26/1940;3/26/1940;King IV;0;0;0;40;245;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;854;1164;1165;794
1464;CAN;Canada;3/26/1940;3/26/1940;King IV;0;0;0;10;245;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;854;1164;1165;1392
1465;CAN;Canada;3/26/1940;3/26/1940;King IV;0;0;0;5;245;etc;others;others;#N/A;29;854;1164;1165;2577
1466;CAN;Canada;3/26/1940;3/26/1940;King IV;0;0;0;1;245;none;no party affiliation;no party affiliation;#N/A;29;854;1164;1165;1189
1467;CAN;Canada;6/11/1945;6/11/1945;King V;0;0;0;2;245;BPC;Bloc Populaire Canadien;Bloc Populaire Canadien;#N/A;29;189;608;1164;1307
1468;CAN;Canada;6/11/1945;6/11/1945;King V;0;0;0;28;245;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;189;608;1164;296
1469;CAN;Canada;6/11/1945;6/11/1945;King V;0;0;0;1;245;CP|LPP;Communist (Labour-Progressive) Party;Communist (Labour-Progressive) Party;1.3;29;189;608;1164;556
1470;CAN;Canada;6/11/1945;6/11/1945;King V;0;0;0;1;245;L-P;Liberal-Progressive;Liberal-Progressive;6;29;189;608;1164;2011
1471;CAN;Canada;6/11/1945;6/11/1945;King V;0;1;1;125;245;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;189;608;1164;368
1472;CAN;Canada;6/11/1945;6/11/1945;King V;0;0;0;67;245;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;189;608;1164;794
1473;CAN;Canada;6/11/1945;6/11/1945;King V;0;0;0;13;245;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;189;608;1164;1392
1474;CAN;Canada;6/11/1945;6/11/1945;King V;0;0;0;8;245;none;no party affiliation;no party affiliation;#N/A;29;189;608;1164;1189
1475;CAN;Canada;6/11/1945;11/15/1948;St-Laurent I;0;0;0;2;245;BPC;Bloc Populaire Canadien;Bloc Populaire Canadien;#N/A;29;189;534;608;1307
1476;CAN;Canada;6/11/1945;11/15/1948;St-Laurent I;0;0;0;28;245;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;189;534;608;296
1477;CAN;Canada;6/11/1945;11/15/1948;St-Laurent I;0;0;0;1;245;CP|LPP;Communist (Labour-Progressive) Party;Communist (Labour-Progressive) Party;1.3;29;189;534;608;556
1478;CAN;Canada;6/11/1945;11/15/1948;St-Laurent I;0;0;0;1;245;L-P;Liberal-Progressive;Liberal-Progressive;6;29;189;534;608;2011
1479;CAN;Canada;6/11/1945;11/15/1948;St-Laurent I;0;1;1;125;245;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;189;534;608;368
1480;CAN;Canada;6/11/1945;11/15/1948;St-Laurent I;0;0;0;67;245;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;189;534;608;794
1481;CAN;Canada;6/11/1945;11/15/1948;St-Laurent I;0;0;0;13;245;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;189;534;608;1392
1482;CAN;Canada;6/11/1945;11/15/1948;St-Laurent I;0;0;0;8;245;none;no party affiliation;no party affiliation;#N/A;29;189;534;608;1189
1483;CAN;Canada;6/27/1949;6/27/1949;St-Laurent II;0;0;0;13;262;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;112;750;534;296
1484;CAN;Canada;6/27/1949;6/27/1949;St-Laurent II;0;0;0;1;262;L-P;Liberal-Progressive;Liberal-Progressive;6;29;112;750;534;2011
1485;CAN;Canada;6/27/1949;6/27/1949;St-Laurent II;0;0;0;1;262;LL;Liberal-Labour;Liberal-Labour;6;29;112;750;534;2085
1486;CAN;Canada;6/27/1949;6/27/1949;St-Laurent II;0;1;1;190;262;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;112;750;534;368
1487;CAN;Canada;6/27/1949;6/27/1949;St-Laurent II;0;0;0;41;262;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;112;750;534;794
1488;CAN;Canada;6/27/1949;6/27/1949;St-Laurent II;0;0;0;10;262;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;112;750;534;1392
1489;CAN;Canada;6/27/1949;6/27/1949;St-Laurent II;0;0;0;6;262;none;no party affiliation;no party affiliation;#N/A;29;112;750;534;1189
1490;CAN;Canada;8/10/1953;8/10/1953;St-Laurent III;0;0;0;23;265;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;292;327;750;296
1491;CAN;Canada;8/10/1953;8/10/1953;St-Laurent III;0;0;0;1;265;LL;Liberal-Labour;Liberal-Labour;6;29;292;327;750;2085
1492;CAN;Canada;8/10/1953;8/10/1953;St-Laurent III;0;1;1;171;265;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;292;327;750;368
1493;CAN;Canada;8/10/1953;8/10/1953;St-Laurent III;0;0;0;51;265;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;292;327;750;794
1494;CAN;Canada;8/10/1953;8/10/1953;St-Laurent III;0;0;0;15;265;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;292;327;750;1392
1495;CAN;Canada;8/10/1953;8/10/1953;St-Laurent III;0;0;0;4;265;none;no party affiliation;no party affiliation;#N/A;29;292;327;750;1189
1496;CAN;Canada;6/10/1957;6/21/1957;Diefenbaker I;0;0;0;25;265;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;562;249;327;296
1497;CAN;Canada;6/10/1957;6/21/1957;Diefenbaker I;0;0;0;105;265;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;562;249;327;368
1498;CAN;Canada;6/10/1957;6/21/1957;Diefenbaker I;0;1;1;112;265;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;562;249;327;794
1499;CAN;Canada;6/10/1957;6/21/1957;Diefenbaker I;0;0;0;19;265;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;562;249;327;1392
1500;CAN;Canada;6/10/1957;6/21/1957;Diefenbaker I;0;0;0;4;265;none;no party affiliation;no party affiliation;#N/A;29;562;249;327;1189
1501;CAN;Canada;3/31/1958;3/31/1958;Diefenbaker II;0;0;0;8;265;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;286;697;249;296
1502;CAN;Canada;3/31/1958;3/31/1958;Diefenbaker II;0;0;0;1;265;LL;Liberal-Labour;Liberal-Labour;6;29;286;697;249;2085
1503;CAN;Canada;3/31/1958;3/31/1958;Diefenbaker II;0;0;0;48;265;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;286;697;249;368
1504;CAN;Canada;3/31/1958;3/31/1958;Diefenbaker II;0;1;1;208;265;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;286;697;249;794
1505;CAN;Canada;6/18/1962;6/18/1962;Diefenbaker III;0;0;0;19;265;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;76;619;697;296
1506;CAN;Canada;6/18/1962;6/18/1962;Diefenbaker III;0;0;0;1;265;LL;Liberal-Labour;Liberal-Labour;6;29;76;619;697;2085
1507;CAN;Canada;6/18/1962;6/18/1962;Diefenbaker III;0;0;0;99;265;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;76;619;697;368
1508;CAN;Canada;6/18/1962;6/18/1962;Diefenbaker III;0;1;1;116;265;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;76;619;697;794
1509;CAN;Canada;6/18/1962;6/18/1962;Diefenbaker III;0;0;0;30;265;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;76;619;697;1392
1510;CAN;Canada;4/8/1963;4/22/1963;Pearson I;0;0;0;17;265;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;424;857;619;296
1511;CAN;Canada;4/8/1963;4/22/1963;Pearson I;0;1;1;129;265;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;424;857;619;368
1512;CAN;Canada;4/8/1963;4/22/1963;Pearson I;0;0;0;95;265;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;424;857;619;794
1513;CAN;Canada;4/8/1963;4/22/1963;Pearson I;0;0;0;24;265;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;424;857;619;1392
1514;CAN;Canada;11/8/1965;12/18/1965;Pearson II;0;0;0;21;265;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;282;415;857;296
1515;CAN;Canada;11/8/1965;12/18/1965;Pearson II;0;1;1;131;265;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;282;415;857;368
1516;CAN;Canada;11/8/1965;12/18/1965;Pearson II;0;0;0;97;265;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;282;415;857;794
1517;CAN;Canada;11/8/1965;12/18/1965;Pearson II;0;0;0;9;265;SCR;Ralliement créditiste;Social Credit Rally;#N/A;29;282;415;857;677
1518;CAN;Canada;11/8/1965;12/18/1965;Pearson II;0;0;0;5;265;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;282;415;857;1392
1519;CAN;Canada;11/8/1965;12/18/1965;Pearson II;0;0;0;2;265;none;no party affiliation;no party affiliation;#N/A;29;282;415;857;1189
1520;CAN;Canada;11/8/1965;4/20/1968;Trudeau P I;0;0;0;21;265;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;282;565;415;296
1521;CAN;Canada;11/8/1965;4/20/1968;Trudeau P I;0;1;1;131;265;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;282;565;415;368
1522;CAN;Canada;11/8/1965;4/20/1968;Trudeau P I;0;0;0;97;265;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;282;565;415;794
1523;CAN;Canada;11/8/1965;4/20/1968;Trudeau P I;0;0;0;9;265;SCR;Ralliement créditiste;Social Credit Rally;#N/A;29;282;565;415;677
1524;CAN;Canada;11/8/1965;4/20/1968;Trudeau P I;0;0;0;5;265;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;282;565;415;1392
1525;CAN;Canada;11/8/1965;4/20/1968;Trudeau P I;0;0;0;2;265;none;no party affiliation;no party affiliation;#N/A;29;282;565;415;1189
1526;CAN;Canada;6/25/1968;7/6/1968;Trudeau P II;0;0;0;22;264;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;91;696;565;296
1527;CAN;Canada;6/25/1968;7/6/1968;Trudeau P II;0;1;1;155;264;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;91;696;565;368
1528;CAN;Canada;6/25/1968;7/6/1968;Trudeau P II;0;0;0;72;264;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;91;696;565;794
1529;CAN;Canada;6/25/1968;7/6/1968;Trudeau P II;0;0;0;14;264;SCR;Ralliement créditiste;Social Credit Rally;#N/A;29;91;696;565;677
1530;CAN;Canada;6/25/1968;7/6/1968;Trudeau P II;0;0;0;1;264;none;no party affiliation;no party affiliation;#N/A;29;91;696;565;1189
1531;CAN;Canada;10/30/1972;11/27/1972;Trudeau P III;0;0;0;31;264;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;552;25;696;296
1532;CAN;Canada;10/30/1972;11/27/1972;Trudeau P III;0;1;1;109;264;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;552;25;696;368
1533;CAN;Canada;10/30/1972;11/27/1972;Trudeau P III;0;0;0;107;264;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;552;25;696;794
1534;CAN;Canada;10/30/1972;11/27/1972;Trudeau P III;0;0;0;15;264;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;552;25;696;1392
1535;CAN;Canada;10/30/1972;11/27/1972;Trudeau P III;0;0;0;2;264;none;no party affiliation;no party affiliation;#N/A;29;552;25;696;1189
1536;CAN;Canada;7/8/1974;8/8/1974;Trudeau P IV;0;0;0;16;264;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;276;783;25;296
1537;CAN;Canada;7/8/1974;8/8/1974;Trudeau P IV;0;1;1;141;264;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;276;783;25;368
1538;CAN;Canada;7/8/1974;8/8/1974;Trudeau P IV;0;0;0;95;264;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;276;783;25;794
1539;CAN;Canada;7/8/1974;8/8/1974;Trudeau P IV;0;0;0;11;264;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;276;783;25;1392
1540;CAN;Canada;7/8/1974;8/8/1974;Trudeau P IV;0;0;0;1;264;none;no party affiliation;no party affiliation;#N/A;29;276;783;25;1189
1541;CAN;Canada;5/22/1979;6/4/1979;Clark;0;0;0;26;282;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;683;751;783;296
1542;CAN;Canada;5/22/1979;6/4/1979;Clark;0;0;0;114;282;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;683;751;783;368
1543;CAN;Canada;5/22/1979;6/4/1979;Clark;0;1;1;136;282;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;683;751;783;794
1544;CAN;Canada;5/22/1979;6/4/1979;Clark;0;0;0;6;282;SSC;Social Credit Party of Canada;Social Credit Party of Canada;7.8;29;683;751;783;1392
1545;CAN;Canada;2/18/1980;3/3/1980;Trudeau V;0;0;0;32;282;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;139;70;751;296
1546;CAN;Canada;2/18/1980;3/3/1980;Trudeau V;0;1;1;147;282;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;139;70;751;368
1547;CAN;Canada;2/18/1980;3/3/1980;Trudeau V;0;0;0;103;282;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;139;70;751;794
1548;CAN;Canada;2/18/1980;6/30/1984;Turner;0;0;0;32;282;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;139;670;70;296
1549;CAN;Canada;2/18/1980;6/30/1984;Turner;0;1;1;147;282;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;139;670;70;368
1550;CAN;Canada;2/18/1980;6/30/1984;Turner;0;0;0;103;282;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;139;670;70;794
1551;CAN;Canada;9/4/1984;9/17/1984;Mulroney I;0;0;0;30;282;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;159;498;670;296
1552;CAN;Canada;9/4/1984;9/17/1984;Mulroney I;0;0;0;40;282;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;159;498;670;368
1553;CAN;Canada;9/4/1984;9/17/1984;Mulroney I;0;1;1;211;282;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;159;498;670;794
1554;CAN;Canada;9/4/1984;9/17/1984;Mulroney I;0;0;0;1;282;none;no party affiliation;no party affiliation;#N/A;29;159;498;670;1189
1555;CAN;Canada;11/21/1988;12/7/1988;Mulroney II;0;0;0;43;295;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;96;739;498;296
1556;CAN;Canada;11/21/1988;12/7/1988;Mulroney II;0;0;0;83;295;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;96;739;498;368
1557;CAN;Canada;11/21/1988;12/7/1988;Mulroney II;0;1;1;169;295;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;96;739;498;794
1558;CAN;Canada;11/21/1988;6/25/1993;Campbell;0;0;0;43;295;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;96;704;739;296
1559;CAN;Canada;11/21/1988;6/25/1993;Campbell;0;0;0;83;295;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;96;704;739;368
1560;CAN;Canada;11/21/1988;6/25/1993;Campbell;0;1;1;169;295;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;96;704;739;794
1561;CAN;Canada;10/25/1993;11/4/1993;Chretien I;0;0;0;54;295;BQ;Bloc Québécois;Quebec Bloc;3.0215;29;546;785;704;448
1562;CAN;Canada;10/25/1993;11/4/1993;Chretien I;0;0;0;9;295;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;546;785;704;296
1563;CAN;Canada;10/25/1993;11/4/1993;Chretien I;0;1;1;177;295;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;546;785;704;368
1564;CAN;Canada;10/25/1993;11/4/1993;Chretien I;0;0;0;2;295;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;546;785;704;794
1565;CAN;Canada;10/25/1993;11/4/1993;Chretien I;0;0;0;52;295;RPC;Reform Party of Canada;Reform Party of Canada;8.7748;29;546;785;704;897
1566;CAN;Canada;10/25/1993;11/4/1993;Chretien I;0;0;0;1;295;none;no party affiliation;no party affiliation;#N/A;29;546;785;704;1189
1567;CAN;Canada;6/2/1997;6/11/1997;Chretien II;0;0;0;44;301;BQ;Bloc Québécois;Quebec Bloc;3.0215;29;650;182;785;448
1568;CAN;Canada;6/2/1997;6/11/1997;Chretien II;0;0;0;21;301;CCF|NDP;Co-operative Commonwealth Federation | New Democratic Party;Co-operative Commonwealth Federation | New Democratic Party;2.46;29;650;182;785;296
1569;CAN;Canada;6/2/1997;6/11/1997;Chretien II;0;1;1;155;301;LP;Liberal Party of Canada;Liberal Party of Canada;5.0552;29;650;182;785;368
1570;CAN;Canada;6/2/1997;6/11/1997;Chretien II;0;0;0;20;301;PCP;Progressive Conservative Party of Canada;Progressive Conservative Party of Canada;6.7112;29;650;182;785;794
1571;CAN;Canada;6/2/1997;6/11/1997;Chretien II;0;0;0;60;301;RPC;Reform Party of Canada;Reform Party of Canada;8.7748;29;650;182;785;897
1572;CAN;Canada;6/2/1997;6/11/1997;Chretien II;0;0;0;1;301;none;no party affiliation;no party affiliation;#N/A;29;650;182;785;1189
